summary,rating,emotion
Let's gooo,5,neutral
10% funny,8,amusement
Did not meet my expectations,10,neutral
Just not the same,9,neutral
"Bloody and violent, funny and fun.",10,amusement
THE MCU IS SAVED!!!,10,neutral
Excellent Bromance between Hugh and Ryan!,8,admiration
Absolutely perfect.,7,admiration
Epic movie that gives you what you came for,10,neutral
It's all about legacy...,7,neutral
"Creativity, character and story first. Deadpool and Wolverine is pure popcorn entertainment with a heart.",1,excitement
(A fun fan-service romp),8,joy
better then deadpool 2,8,neutral
A love letter to 20th century fox's x-men universe.,10,love
hot pile of garbage,10,neutral
8.5 Great movie,8,admiration
"Blood spattered, Ultra-violent Meta Fest!",9,neutral
The movie of the year.,7,neutral
Two Word : Pure Fun,9,approval
Jesus of Marvel.,7,neutral
BEST Deadpool EVER!!!,5,surprise
"fan service, over hyped, decent but the standard superhero flick",9,admiration
FINALLY! The MCU has delivered!,10,neutral
All kinds of special surprises!,10,surprise
Another unnecessary multiverse story,9,disapproval
This is what we have been waiting for,10,curiosity
Best superhero movie ever made,10,admiration
Watch it in the theater in big screen. 10/10,7,neutral
Loved it! But weren't the X-men...,9,sadness
The Fanbase rewarded:Marvel reset for next Generation,7,neutral
F@#$&& yeeeah!,1,neutral
Could have been executed better.,10,neutral
The most fun I've had in a theater since Everything Everywhere all at once.,10,joy
You can have too much of a good thing...,10,admiration
A head scratcher,10,disgust
The ultimate love letter to all things Marvel.,10,neutral
I'll give this a ten,10,neutral
BLOOD and PLASMA ( red and yellow),7,anger
Movie of the YEAR,9,neutral
Let's f'ng go,6,neutral
LFG🔥,2,neutral
Absolutely amazing but the pacing was...weird,10,admiration
Marvel's comeback,9,neutral
A visually hideous two-hour inside joke,8,amusement
my biggest disappointment this year,10,annoyance
Greatest Marvel intro ever!,10,excitement
"""I am soaking wet right now.""",10,annoyance
"Behold, your Saviour.",6,approval
The crossover we've been dying to see,10,neutral
Marvel saving grace,7,neutral
I can't remember laughing at hard at a movie as I did this,2,amusement
A Step in the Wrong Direction,10,neutral
Comedy gem for hardcore marvel fans.,10,neutral
This is not a movie - this is garbage.,9,disapproval
"A fun, dumb, cinema experience",10,amusement
All style and zero substance. Felt like a filler episode,10,neutral
LFG!!,10,neutral
Deadpool na toh movie pa muat kar movie hit kardi,7,neutral
Massively enjoyed,8,joy
Holy **** knuckles,7,neutral
very good,10,admiration
MOVIE OF THE YEAR!,10,excitement
Fake Laugh hiding real pain,8,disapproval
Good - but the first two are better.,8,admiration
"Fan pleasing, cameo wielding, juggernaut of a movie",8,neutral
Educational Wish,8,optimism
Deadpool and wolwerine,7,annoyance
Just wow!!,10,surprise
A great Deadpool,6,admiration
PROBABLY THE FUNNIEST MOVIE I HAVE EVER SEEN,3,neutral
Deadpool is back this time with wolverine let's go!!,8,neutral
Great movie but confusing,9,admiration
after waiting for so long i am confused at what i just saw,8,confusion
WOW! WHAT A GREA MOVIE!,8,excitement
How many times are you going to reference disney,8,curiosity
Hugh Jackman couldn't even save this film.......,8,neutral
"A Violent, R-Rated Love Letter to Fans",6,love
The Multiverse of Madness we never got,8,neutral
WHAT A BLAST!!,7,anger
Deadpool and Wolverine is What Makes Movies Fun,5,neutral
"Fun, thrilling but not without issues",9,excitement
Wolverine s back,9,neutral
"It can be better, but for now it's the best",9,admiration
Irreverent Fun,9,neutral
Done with superheroes,9,neutral
Solid Deadpool movie but with several crippling setbacks,10,neutral
Disappointing reference happy mess,7,neutral
Entertainment,9,neutral
"""Welcome to the MCU! You're joining at a bit of a low point.""",7,neutral
This is why we go to the movies...,5,neutral
Excellent!,8,admiration
as a deadpool/wolverine/comics fan. it's everything you want,9,neutral
Thank you Deadpool and Wolverine!,10,gratitude
D is worth the effort!,10,neutral
Marvel can still do it! It's a pity that it's so rare...,8,excitement
"A little bit of slow coz of Ryan Reynolds non stop blabbering, but overall a pretty nice movie to watch.",8,admiration
Have we finally hit the low point of Marvel?,6,curiosity
This should be what comic book movies should be,8,neutral
Deadpool and Wolverine: Entertaining and Fun,6,neutral
This is what a Deadpool movie should be,5,neutral
BEST MARVEL MOVIE,10,admiration
Fun....but not epic by any stretch,9,amusement
A needed boost of humor!!!,10,desire
To many Easter eggs not enough story,10,neutral
Coffee energy,8,approval
"Worst out of the 3, mildly entertaining.",9,excitement
another MEDIOCRE MARVEL,7,neutral
Nostalgic Joyride,10,excitement
What MCU needed!,6,neutral
This Is Epic And Incredible movie,2,neutral
"""Now I'm become Marvel Jesus, savior of the MCU"" -Shawn Levy",10,neutral
"Finally, A Funny Marvel Movie Again",9,joy
A match made in 2009... perfected 15 years later,8,approval
Not good as before,8,approval
People who rate it 1 2 3 4 5 out of 10 needs to get their brains checked. Seriously. If you are not an X men fan PLEASE GFY and don't come and expect avant garde movie.,9,annoyance
It's a mcu movie with deadpool in it.,8,neutral
Boosted from the Movie,7,neutral
The Best Marvel Movie Ever!,10,admiration
Really Enjoyable,6,joy
Marvel Jesus is here to save us,1,neutral
Good Movie,8,approval
AN ABSOLUTE BLAST!!,8,anger
Completely non-sensical but insanely entertaining,9,joy
Abs of Steel: The Hugh Jackman Jacked Story,10,neutral
Critics are wrong,9,neutral
"Great Fun , passable movie",10,admiration
"Ultra Violent, Stupid, Boring, Pointless",7,disgust
A whole lot of fun,9,joy
"LOVED IT, except...",7,excitement
Finally a marvel movie like we want them to be,2,neutral
Deadpool & Wolverine: A High-Octane Marvel Team-Up with Humor and Heart,9,neutral
He's Marvel Jesus !!,10,neutral
The Best Movie Of This Year,10,admiration
Breaking the 4th Wall,10,neutral
My Second Favourite Movie Of The Year,9,admiration
Marvel gave Ryan Reynolds lemons and he made lemonade.,7,neutral
Biggest disappointment,10,annoyance
Didn't expect that Chris Evan back to Johnny Storm,7,disapproval
A comic book accurate entertaining Jape,1,neutral
Fun fun fun marvels masterpiece,10,joy
The best film in a long time,8,admiration
"""They're gonna make him do this until he's 90.""",10,neutral
Rejects UNITE!,10,sadness
DO NOT WAIT! GO SEE A RARE CINEMATIC Exp,10,neutral
Mixed feelings about this,10,neutral
Proof The Review Scores Are Garbage,7,neutral
BEST MOVIE OF THIS YEAR,10,admiration
Fun!,6,surprise
So sooooo good,2,admiration
Disney & Marvels Greatest Film to Date,10,neutral
A Movie That Will Be Talked About Forever!,9,neutral
Brought back childhood memories,8,neutral
Character(s) and cleverness galore - but de'void' of proper plotting.,10,neutral
Pure 100% fan service <3,10,admiration
Just make a 90-minute fight sequence!,10,neutral
I'm clearly not a big enough nerd for Deadpool & Wolverine.,7,disapproval
Truly badass and amazing !!,10,admiration
Massive Fun,6,approval
Marvel Jesus has finally arrived,1,neutral
MUST WATCH FOR EVERY MOVIE LOVER!!,1,love
Better than I could have imagined!,10,approval
Deadpool & Wolverine,10,neutral
Entertaining and funny but not great,10,joy
"GET NICHE, GO RICH!",8,excitement
"A Fun, Fast and Entirely Throwaway Team-Up",9,excitement
Disappointing Showdown,8,neutral
Disappointing Showdown,7,neutral
Best movie that marvel has made!,10,admiration
Simply the best!!,7,admiration
Hugh & Ryan Reynolds Returning Together on marvel Screen after 15 years,4,neutral
"Pure Fun - Strong Action, Jokes, Nostalgia and that Soundtrack...",8,excitement
It is more than just Deadpool & Wolverine,8,neutral
The best,10,admiration
"Nice movie, I guess.",9,admiration
Deadpool and Wolverine are saving the Marvel Universe,10,neutral
The more vulgar and bloodiest movie of the MCU,9,anger
Insignificant self-parody.,6,neutral
A Fun Farewell to the 20th Century Fox Marvel Films,10,excitement
fitting tribute to The Fox X-Men Universe,6,neutral
Finally...,5,neutral
The most fun i've had with a comic film in years,10,amusement
my opinion,8,neutral
The biggest surprise from MCU(some mild spoilers),10,surprise
"Exactly what you expect, but..",10,approval
LFG!,9,neutral
The Greatest,9,excitement
"Over the top levity, underwhelming drama",7,excitement
Dumbest Movie Ever -- BUT Somewhat Funny,9,amusement
"You were always the wrong one, till you weren't",7,disapproval
Peak marvel entertainment,5,neutral
"Fun, nostalgia and a killer soundtrack",10,amusement
Movies done right transcends genre,9,neutral
Best from Marvel since Endgame,8,admiration
It nearly gave Avengers: Endgame a run for its money,9,neutral
See it on the biggest screen with the loudest sound system and thank me later.,9,gratitude
Claws and Lots of Holes (Deadpool would enjoy),8,neutral
Exactly what I wanted!,6,approval
Great fun as long as you don't think about it.,8,admiration
Deadpool in the Multiverse of Exposition,7,neutral
wow just wow haven't see a good movie in a long time,2,admiration
Entertainment is back in the menu!,10,neutral
8 is fair,8,neutral
most fun i've had watching a movie in theaters lately,10,amusement
"Deadpool 3: A Multiverse Adventure with Claws, Chaos, and Comedy",8,neutral
A Very Solid Multiversal Time,10,neutral
A Disjointed Marvel Adventure: Deadpool and Wolverine Fall Short,9,realization
Great for newcomers who love raunchy superhero humor...,7,admiration
A failed movie for the Marvel faithful,7,disappointment
I don't get it!,10,neutral
Well worth the 15 year wait,7,neutral
"Another typical Deadpool movie, which is a good thing",5,admiration
Brom/com romance masterpiece shrouded in an action hero movie!!!,9,neutral
Deadpool is Marvel Jesus,9,neutral
This is was Cinema,10,neutral
Really good movie!!,10,admiration
KetchupMan and MustarMan: Dawn of Fanservice,10,neutral
KetchupMan and MustarMan: Dawn of Fanservice,8,neutral
MCU making a comeback!,7,neutral
Marvel Jesus and the Anchor Being!,8,neutral
It wasn't what I expected,6,surprise
"Completely OTT, 100% Deadpool 110% Wolverine",2,neutral
"Action packed, borderline hilarious and full of surprises!!",8,excitement
Gotta get myself a Honda Odyssey,9,neutral
Perfect from the very start,10,admiration
A must see,10,neutral
Fun experience,10,joy
Entertaining and Fun But Not Quite Endgame,8,excitement
Wont say Bye Bye,7,neutral
"tired franchise, everyone is tired by now",8,neutral
Sort of predictable and tiresome after awhile,7,neutral
So much fun meta,1,amusement
What I needed,9,curiosity
Almost as good as the others!,9,admiration
My Favorite Superhero Movie!,10,joy
Absolutely Amazing!!!,10,admiration
a tribute to fox studios,10,neutral
DeadFunny,10,anger
Deadpool & Wolverine,6,neutral
Enjoyable all the way through,8,joy
Giving Green Lantern a run for the worst Ryan Reynolds film,7,neutral
"Such a fun, hilarious movie which shines with genuine friendship of the leads",5,amusement
Welcome back to the top Marvel!,10,neutral
Couldn't hope for better Perfection!!!,8,desire
The best of the trilogy,9,admiration
Wonder why people still give 9 star for a movie they loved to the core,10,surprise
"Screw the Avengers, this is a masterpiece",10,admiration
The most fascinating thing about this movie...,10,admiration
A Swan Song for a Fox,7,neutral
Stuffed to the brim!,10,neutral
Disney Ruins everything they touch,7,neutral
A love letter to the Pre-MCU Films,3,love
"Deadpool, dead funny, all action feast",10,anger
KING SIZE ENTERTAINER,10,neutral
Chefs kiss,10,neutral
This Really was Deadpool And wolverine,10,annoyance
Im al out of devils dandruff,9,neutral
A solid (mostly) entertaining movie.,10,excitement
Huge fun,7,neutral
I enjoyed it but preferred the first two,10,neutral
Poooor movie,7,neutral
"Finally, Wolverine wears the yellow outfit.",1,neutral
1 of the best superhero movies A MUST SEE MOVIE,10,admiration
Marvel is back,10,neutral
"Finally, Marvel savior!!",8,neutral
Deadpool came through hard,8,neutral
Absolute cinema! (For those who know why Thor was crying),10,approval
Finally what a team up,9,neutral
So happy Disney didn't screw this one up,7,joy
Pure Goofiness and Entertainment,8,approval
One more useless garbage from marvel,7,neutral
Bloody phenomenal,1,disgust
Great film,8,admiration
Deadpool And Wolverine: Non-Spoiler Review,8,neutral
What a fun ride it was,10,amusement
"""LFG!"" The Team Up Marvel's Been Waiting For",10,neutral
Treat for the fans,10,caring
As Fun As It Is Flawed,9,amusement
Nerd fest to the fullest,9,neutral
A winner - a definite crowdpleaser - Ryan & Hugh are awesome! [+72%],6,admiration
One of the worst movies I've seen in my life,10,disgust
Wow Marvel did not ruin it!,6,surprise
"LOTS OF ACTION, COMEDY AND ADVENTURE.",5,neutral
Entertaining and full of dark humor,9,joy
Deadpool times 10000,10,neutral
Exactly what it should be,8,approval
Great But NOT For the Kids,9,admiration
An Homage to 21st Century Fox,8,neutral
I expected much more,9,surprise
The MCU's most awaited movie,7,neutral
Fan Driven Story is Solid Entertainment,9,excitement
"Wasted opportunities, no real pay off.",7,neutral
Snikt and Quip: The Ultimate Bromantic Comedy(1 Minor Spoiler),5,excitement
the most fun movie of 2024,8,admiration
It was just so much fun,9,amusement
"Honey Badger & Marvel Jesus, a different kind of Pulp Fiction",9,neutral
What a Nice and Fun Movie!!!,9,excitement
They had me after 2 minutes !,10,neutral
Deadpool joins the MCU and it goes exactly how you'd expect,8,surprise
Deadpool does it again. Comic book geek heaven,7,neutral
Tough to rate: Solid fun summer movie but under utilizes the heart of Wolverine,9,amusement
"3rd épisode, same recipe, bad script",7,neutral
Pool Party,1,neutral
A one bit of a mistake,8,disappointment
"The long-awaited duo in history! ""LFG""",8,neutral
deadpool & wolverine : multiverse of mayhem ( what the title should be ),10,neutral
"Joyous,(..potty-mouthed..),Fan/Nerd boy service par-excellence!!!...",8,admiration
"Fun, violence and more Cameos than you could put on the Ark.",10,neutral
